media_cinza_cafe,R_medio_cafe,G_medio_cafe,B_medio_cafe,R_std_cafe,G_std_cafe,B_std_cafe,media_cinza_folha,Agtron
66.631,30.424,61.706,90.068,24.713,34.6,38.893,171.475,claro
66.071,29.93,61.135,89.504,23.459,33.42,37.665,171.475,claro
68.689,31.731,63.743,92.459,25.047,35.832,40.468,171.475,claro
66.767,30.482,61.829,90.261,24.077,34.756,39.588,171.475,claro
64.607,29.29,59.974,87.147,23.746,34.835,39.754,175.241,claro
68.989,31.868,64.274,92.368,25.808,36.218,40.406,175.241,claro
67.181,30.46,62.526,90.288,24.752,35.408,39.524,175.241,claro
65.499,29.229,60.699,88.736,24.924,35.878,40.705,175.241,claro
67.837,31.434,63.095,90.991,24.65,35.099,39.63,175.241,claro
67.425,30.517,62.811,90.519,23.478,33.608,37.742,175.241,claro
66.455,30.951,61.868,88.959,24.4,34.508,38.428,175.241,claro
66.649,30.141,61.952,89.758,24.124,34.342,38.885,175.241,claro
65.136,29.324,60.524,87.809,24.318,34.535,38.824,175.241,claro
68.959,32.316,64.203,92.224,24.642,35.064,39.154,175.241,claro
66.475,30.241,61.989,89.079,23.9,34.157,38.364,175.241,claro
68.22,31.537,63.545,91.355,24.447,34.81,39.004,175.241,claro
66.653,30.224,61.91,89.823,24.301,34.922,39.378,175.241,claro
65.929,29.916,61.2,88.908,23.689,33.906,38.295,175.241,claro
75.407,32.761,69.939,102.418,26.413,37.317,41.365,174.768,claro
72.968,33.395,67.79,98.208,25.69,36.101,40.313,174.768,claro
77.956,34.523,72.438,105.369,26.452,37.213,40.924,174.768,claro
74.522,33.686,69.541,99.867,25.736,36.165,40.026,174.768,claro
74.708,33.439,69.669,100.336,25.395,35.909,39.96,174.768,claro
77.143,35.044,71.965,103.341,26.11,36.417,39.784,174.768,claro
68.682,35.869,64.348,89.671,27.882,37.376,41.356,174.768,claro
74.085,38.707,69.472,96.556,29.704,38.348,41.198,174.768,claro
65.592,34.056,61.356,85.917,27.177,35.97,39.125,174.768,claro
76.863,43.132,72.486,98.236,31.519,40.414,43.305,174.768,claro
67.855,37.153,63.772,87.559,28.837,37.199,40.751,174.768,claro
73.496,40.378,69.271,94.346,29.545,38.306,41.035,174.768,claro
65.328,35.876,61.284,84.471,28.003,36.217,39.584,174.768,claro
75.327,41.658,71.028,96.527,30.198,38.502,41.136,174.768,claro
68.112,37.277,64.089,87.741,27.99,36.21,39.031,174.768,claro
70.822,38.464,66.458,91.654,28.383,36.353,39.142,174.768,claro
65.548,37.14,61.556,84.192,28.486,36.64,39.884,174.768,claro
71.738,38.331,67.231,93.243,28.241,35.801,38.427,174.768,claro
30.785,26.292,28.057,37.857,24.974,26.564,29.196,196.04,escuro
34.983,26.123,31.101,46.015,23.298,25.172,26.886,196.04,escuro
33.033,26.892,29.986,41.376,25.028,26.827,29.649,196.04,escuro
37.14,27.854,33.16,48.515,23.318,25.034,26.445,196.04,escuro
33.294,27.368,30.244,41.569,24.556,26.543,29.539,196.04,escuro
36.261,27.466,32.425,47.163,23.426,25.104,26.356,196.04,escuro
31.942,26.673,28.949,39.831,24.763,26.382,29.02,196.04,escuro
36.742,27.474,32.72,48.187,24.825,26.475,27.701,196.04,escuro
34.211,29.036,31.338,41.858,26.67,28.34,30.77,196.04,escuro
37.5,28.191,33.575,48.783,23.909,25.786,27.147,196.04,escuro
33.587,28.388,30.707,41.243,26.396,28.075,30.365,196.04,escuro
38.901,29.536,34.972,50.204,24.719,26.524,27.944,196.04,escuro
31.945,27.075,29.15,39.303,24.865,26.352,28.749,196.04,escuro
37.892,29.042,33.928,49.054,24.274,25.799,26.867,196.04,escuro
34.65,29.099,31.719,42.536,25.944,27.713,30.156,196.04,escuro
37.321,28.15,33.298,48.732,24.008,25.689,26.927,196.04,escuro
31.853,27.178,29.036,39.184,24.707,26.424,29.262,196.04,escuro
37.412,28.507,33.373,48.754,24.972,26.372,27.422,196.04,escuro
34.392,28.738,31.315,42.608,25.869,27.763,30.61,196.04,escuro
38.763,29.428,34.696,50.336,24.491,26.287,27.728,196.04,escuro
33.38,28.574,30.594,40.714,26.076,27.869,30.437,196.04,escuro
37.178,28.207,33.253,48.319,23.429,25.325,26.96,196.04,escuro
31.132,25.945,28.166,38.951,24.391,25.968,28.615,196.04,escuro
36.45,27.819,32.527,47.448,24.037,25.545,26.684,196.04,escuro
43.065,26.66,37.541,60.207,21.082,24.329,26.35,188.573,escuro
44.525,26.818,38.695,62.744,22.286,25.343,26.727,188.573,escuro
41.618,25.92,36.169,58.352,20.307,23.262,24.832,188.573,escuro
43.869,25.888,38.085,62.111,21.084,24.586,26.477,188.573,escuro
42.612,26.675,37.168,59.43,21.271,24.328,26.024,188.573,escuro
43.16,25.433,37.38,61.281,21.488,24.855,26.254,188.573,escuro
44.125,29.695,39.304,59.169,20.445,23.584,25.633,188.573,escuro
45.025,28.685,39.912,61.373,21.084,24.014,25.677,188.573,escuro
45.992,27.194,40.102,64.728,21.751,24.89,26.268,188.573,escuro
42.803,25.656,37.663,59.488,20.588,24.257,26.252,188.573,escuro
44.588,26.126,38.927,62.761,23.102,26.126,27.292,188.573,escuro
45.744,28.442,40.358,62.962,21.383,24.749,26.529,196.033,escuro
44.558,25.926,38.862,62.864,21.736,24.929,26.198,196.033,escuro
42.292,26.209,36.968,58.934,21.122,24.151,25.591,196.033,escuro
46.737,27.648,40.973,65.342,21.814,25.269,26.58,196.033,escuro
44.033,27.418,38.659,60.978,21.264,24.141,25.473,196.033,escuro
46.585,28.299,40.982,64.584,22.444,25.572,26.74,196.033,escuro
43.554,27.01,38.276,60.288,21.121,24.12,25.708,196.033,escuro
48.631,29.654,42.883,67.164,24.006,27.352,28.626,196.033,escuro
44.308,27.652,38.999,61.137,21.326,24.511,26.106,196.033,escuro
45.732,26.701,39.978,64.281,22.429,25.466,26.628,196.033,escuro
44.941,27.671,39.503,62.247,21.732,25.242,27.063,196.033,escuro
48.014,28.123,42.167,67.074,22.053,25.729,27.486,196.033,escuro
44.92,28.213,39.688,61.614,21.205,24.25,25.851,196.033,escuro
47.822,28.527,42.059,66.508,22.463,25.626,26.734,196.033,escuro
45.858,28.684,40.45,63.066,22.591,25.74,27.275,196.033,escuro
48.909,25.11,42.528,70.462,19.911,24.892,27.293,191.077,medio
48.709,25.415,42.362,70.012,20.739,25.194,27.16,191.077,medio
48.874,25.233,42.637,70.104,20.841,25.263,27.322,191.077,medio
51.009,26.773,44.585,72.831,20.947,26.421,29.018,191.077,medio
49.867,26.142,43.591,71.208,21.312,26.002,28.266,191.077,medio
50.073,25.783,43.662,71.881,19.932,24.953,27.283,191.077,medio
46.987,24.548,40.765,67.732,20.495,25.41,27.513,191.077,medio
50.263,25.593,43.707,72.506,20.249,25.843,28.56,191.077,medio
48.447,25.5,42.073,69.657,20.704,25.056,27.085,191.077,medio
50.938,28.441,45.364,70.446,21.267,26.148,28.521,191.077,medio
52.081,29.765,46.577,71.389,21.382,26.397,28.892,191.077,medio
50.232,28.038,44.722,69.498,20.638,25.289,27.568,191.077,medio
55.758,27.268,49.23,79.4,20.715,25.009,26.633,190.986,medio
54.94,27.007,48.303,78.599,21.682,26.54,28.552,190.986,medio
58.412,30.925,52.428,80.574,22.009,26.563,28.471,190.986,medio
55.664,29.756,49.777,77.055,21.356,26.318,28.462,190.986,medio
57.354,30.53,51.509,78.997,21.853,26.023,27.404,190.986,medio
55.401,29.332,49.452,76.96,21.14,25.841,27.911,190.986,medio
56.843,30.195,50.995,78.434,22.449,26.458,27.916,190.986,medio
57.886,28.831,51.197,82.075,21.556,26.574,28.462,190.986,medio
55.294,26.889,48.609,79.21,20.714,24.852,26.193,190.986,medio
52.811,26.081,46.123,76.103,20.471,25.32,27.317,190.986,medio
55.484,26.657,48.801,79.56,21.397,25.442,26.651,190.986,medio
56.137,27.79,49.42,80.111,21.496,26.25,28.313,190.986,medio
56.932,28.318,50.236,80.947,22.276,26.37,27.746,190.986,medio
55.902,27.862,49.164,79.791,21.404,26.392,28.583,190.986,medio
55.824,27.251,49.245,79.582,21.85,25.851,27.194,190.986,medio
55.231,26.778,48.59,79.091,20.833,25.883,27.9,190.986,medio
54.208,26.117,47.717,77.62,21.746,25.95,27.35,190.986,medio
52.668,25.277,46.095,75.981,20.005,25.491,27.787,190.986,medio
56.035,27.482,49.52,79.681,21.858,25.868,27.205,190.986,medio
57.371,28.45,50.707,81.45,21.641,26.692,28.625,190.986,medio
65.416,30.039,59.38,90.724,21.167,25.749,27.468,190.883,claro
65.812,31.264,59.86,90.633,22.173,26.759,28.359,190.883,claro
67.719,31.766,61.851,92.893,22.225,26.248,27.831,190.883,claro
67.183,31.769,61.13,92.535,22.049,26.307,27.957,190.883,claro
66.839,31.166,60.921,92.008,21.16,26.074,27.826,190.883,claro
66.283,30.794,60.328,91.457,21.297,26.438,28.479,190.883,claro
66.037,31.271,59.893,91.326,22.395,26.898,28.575,190.883,claro
67.485,31.671,61.489,92.882,21.831,25.881,27.537,190.883,claro
70.382,33.994,64.408,95.949,22.93,27.384,29.21,190.883,claro
67.096,31.921,61.061,92.314,21.969,26.712,28.789,190.883,claro
66.62,31.388,60.675,91.692,21.731,26.767,28.599,190.883,claro
64.776,29.607,58.761,89.95,21.016,25.311,26.984,190.883,claro
66.56,31.633,60.636,91.461,21.383,25.812,27.39,190.883,claro
67.077,31.648,61.092,92.294,21.301,25.618,27.677,190.883,claro
67.43,32.332,61.903,91.593,21.017,25.528,27.625,190.246,claro
65.098,30.609,59.516,89.157,20.312,24.052,25.825,190.246,claro
67.166,32.334,61.596,91.301,21.563,25.215,26.99,190.246,claro
67.375,32.519,61.901,91.339,21.366,24.998,26.519,190.246,claro
69.203,33.25,63.537,93.988,21.909,26.56,28.994,190.246,claro
65.159,30.792,59.555,89.182,20.525,24.401,25.836,190.246,claro
67.542,32.076,61.908,92.052,21.252,25.647,27.901,190.246,claro
65.584,30.943,60.074,89.536,20.857,25.06,26.806,190.246,claro
67.413,32.153,61.749,91.913,22.02,26.092,28.056,190.246,claro
66.562,31.776,60.833,91.008,21.153,25.286,27.28,190.246,claro
66.576,31.293,60.881,91.139,20.97,24.981,27.203,190.246,claro
65.698,31.067,60.219,89.586,20.177,23.967,25.424,190.246,claro
68.55,33.106,63.13,92.642,21.921,25.706,27.734,190.246,claro
66.549,31.772,61.077,90.478,20.777,24.635,26.22,190.246,claro
76.719,36.229,70.465,104.43,23.398,29.247,32.406,190.668,claro
75.345,35.302,69.248,102.572,23.194,29.026,32.439,190.668,claro
76.526,36.302,70.362,103.943,22.769,28.091,31.217,190.668,claro
72.785,33.9,66.647,99.63,22.217,27.616,30.924,190.668,claro
73.014,34.415,66.86,99.786,23.135,28.534,31.644,190.668,claro
76.331,36.412,69.934,104.094,23.508,29.153,32.579,190.668,claro
72.419,34.158,66.265,99.052,22.899,28.642,31.903,190.668,claro
75.357,35.304,69.072,102.932,22.33,27.085,30.23,190.668,claro
75.939,36.349,69.638,103.373,23.077,28.331,31.89,190.668,claro
74.305,35.657,68.335,100.734,23.048,28.035,31.203,190.668,claro
72.263,33.53,65.954,99.388,22.911,28.287,31.544,190.668,claro
72.933,33.809,66.899,99.668,23.155,28.486,31.703,190.668,claro
76.465,36.725,70.364,103.585,23.665,29.712,33.14,190.668,claro
77.517,37.065,71.241,105.248,23.515,29.017,32.372,190.668,claro
